seq,wall_ts,x,y
0,1776513572.721,-75.300,-23.500
1,1776513572.721,-75.240,-23.509
2,1776513572.721,-75.195,-23.487
3,1776513572.721,-75.149,-23.468
4,1776513572.721,-75.100,-23.478
5,1776513572.721,-75.056,-23.503
6,1776513572.721,-75.010,-23.483
7,1776513572.721,-74.964,-23.464
8,1776513572.721,-74.918,-23.445
9,1776513572.721,-74.886,-23.406
10,1776513572.721,-74.841,-23.384
11,1776513572.721,-74.795,-23.364
12,1776513572.721,-74.749,-23.345
13,1776513572.721,-74.703,-23.325
14,1776513572.721,-74.665,-23.292
15,1776513572.721,-74.622,-23.268
16,1776513572.721,-74.573,-23.279
17,1776513572.721,-74.525,-23.294
18,1776513572.721,-74.477,-23.308
19,1776513572.721,-74.431,-23.326
20,1776513572.721,-74.385,-23.347
21,1776513572.721,-74.342,-23.372
22,1776513572.721,-74.302,-23.401
23,1776513572.721,-74.262,-23.432
24,1776513572.721,-74.224,-23.465
25,1776513572.721,-74.186,-23.497
26,1776513572.721,-74.149,-23.531
27,1776513572.721,-74.116,-23.568
28,1776513572.721,-74.081,-23.604
29,1776513572.721,-74.048,-23.642
30,1776513572.721,-74.018,-23.681
31,1776513572.721,-73.999,-23.728
32,1776513572.721,-74.012,-23.776
33,1776513572.721,-73.990,-23.821
34,1776513572.721,-73.969,-23.866
35,1776513572.721,-73.948,-23.912
36,1776513572.721,-73.927,-23.957
37,1776513572.721,-73.907,-24.003
38,1776513572.721,-73.913,-24.052
39,1776513572.721,-73.898,-24.100
40,1776513572.721,-73.882,-24.147
41,1776513572.721,-73.866,-24.195
42,1776513572.721,-73.850,-24.242
43,1776513572.721,-73.835,-24.290
44,1776513572.721,-73.819,-24.337
45,1776513572.721,-73.798,-24.383
46,1776513572.721,-73.777,-24.428
47,1776513572.721,-73.753,-24.472
48,1776513572.721,-73.728,-24.515
49,1776513572.721,-73.695,-24.553
50,1776513572.721,-73.663,-24.591
51,1776513572.721,-73.632,-24.630
52,1776513572.721,-73.598,-24.667
53,1776513572.721,-73.566,-24.705
54,1776513572.721,-73.534,-24.744
55,1776513572.721,-73.502,-24.782
56,1776513572.721,-73.470,-24.821
57,1776513572.721,-73.438,-24.859
58,1776513572.721,-73.406,-24.898
59,1776513572.721,-73.374,-24.936
60,1776513572.721,-73.342,-24.975
61,1776513572.721,-73.310,-25.013
62,1776513572.721,-73.278,-25.051
63,1776513572.721,-73.246,-25.090
64,1776513572.721,-73.214,-25.128
65,1776513572.721,-73.183,-25.167
66,1776513572.721,-73.151,-25.206
67,1776513572.721,-73.119,-25.244
68,1776513572.721,-73.087,-25.282
69,1776513572.721,-73.055,-25.321
70,1776513572.721,-73.022,-25.358
71,1776513572.721,-72.989,-25.396
72,1776513572.721,-72.957,-25.434
73,1776513572.721,-72.923,-25.472
74,1776513572.721,-72.892,-25.511
75,1776513572.721,-72.860,-25.549
76,1776513572.721,-72.827,-25.586
77,1776513572.721,-72.795,-25.625
78,1776513572.721,-72.762,-25.663
79,1776513572.721,-72.729,-25.700
80,1776513572.721,-72.694,-25.736
81,1776513572.721,-72.659,-25.772
82,1776513572.721,-72.624,-25.807
83,1776513572.721,-72.585,-25.838
84,1776513572.721,-72.546,-25.870
85,1776513572.721,-72.507,-25.901
86,1776513572.721,-72.466,-25.929
87,1776513572.721,-72.424,-25.957
88,1776513572.721,-72.383,-25.986
89,1776513572.721,-72.342,-26.014
90,1776513572.721,-72.301,-26.043
91,1776513572.721,-72.260,-26.071
92,1776513572.721,-72.219,-26.100
93,1776513572.721,-72.179,-26.130
94,1776513572.721,-72.140,-26.161
95,1776513572.721,-72.101,-26.192
96,1776513572.721,-72.062,-26.224
97,1776513572.721,-72.026,-26.259
98,1776513572.721,-71.989,-26.292
99,1776513572.721,-71.954,-26.328
100,1776513572.721,-71.921,-26.366
101,1776513572.721,-71.884,-26.399
102,1776513572.721,-71.848,-26.434
103,1776513572.721,-71.814,-26.470
104,1776513572.721,-71.782,-26.509
105,1776513572.721,-71.764,-26.555
106,1776513572.721,-71.763,-26.605
107,1776513572.721,-71.774,-26.654
108,1776513572.721,-71.805,-26.693
109,1776513572.721,-71.769,-26.728
110,1776513572.721,-71.734,-26.763
111,1776513572.721,-71.700,-26.800
112,1776513572.721,-71.630,-26.867
113,1776513572.721,-71.598,-26.905
114,1776513572.721,-71.584,-26.953
115,1776513572.721,-71.600,-27.000
116,1776513572.721,-71.600,-27.100
117,1776513572.721,-71.600,-27.200
118,1776513572.721,-71.638,-27.281
